 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
300,78,22.811,614,708,414.141,622.141,414.091,622.106,31.799,11.023,9.010,126.233,57
301,24,9.837,624,659,391.208,630.458,391.218,630.443,17.314,5.766,5.299,158.962,57
302,20,13.631,514,555,605.800,769.000,605.827,769.035,16.971,7.014,3.631,129.806,57
303,52,12.190,543,590,610.173,781.173,610.182,781.133,26.142,9.651,6.860,73.704,57
304,4,2.217,315,320,1339.250,285.500,1339.252,285.502,7.657,2.734,1.863,90.000,58
305,21,16.376,482,539,403.310,563.452,403.305,563.491,15.899,5.621,4.756,126.136,58
306,8,6.391,678,697,385.625,586.375,385.629,586.381,9.071,3.538,2.879,135.000,58
307,59,27.577,534,631,413.907,634.856,413.857,634.757,30.627,10.638,7.062,102.500,58
308,2,7.778,621,632,388.500,633.000,388.500,632.996,4.828,2.257,1.128,90.000,58
309,24,11.367,507,545,603.542,767.667,603.552,767.690,17.314,6.187,4.939,69.402,58
310,48,9.358,550,586,608.896,780.021,608.895,779.998,24.971,8.624,7.087,133.265,58
311,21,11.437,253,291,1344.500,267.500,1344.498,267.539,15.314,5.171,5.171,0.000,59
312,7,11.605,467,499,385.500,561.500,385.512,561.516,8.485,3.772,2.363,135.000,59
313,12,7.090,730,751,386.500,600.000,386.512,600.007,12.728,6.047,2.527,148.283,59
314,24,21.106,540,608,419.583,631.667,419.553,631.594,20.728,8.348,3.661,110.817,59
315,12,13.557,581,623,387.750,636.417,387.751,636.389,12.485,5.179,2.950,94.837,59
316,44,14.992,521,576,604.114,775.568,604.160,775.653,36.284,14.420,3.885,114.221,59
317,10,5.337,536,552,605.400,785.700,605.404,785.696,11.899,4.639,2.745,159.379,59
318,22,11.178,273,314,1334.455,273.182,1334.474,273.207,16.728,5.700,4.914,125.714,60
319,24,15.365,367,417,1385.542,308.792,1385.555,308.836,18.142,6.184,4.941,178.158,60
320,2,2.121,720,723,382.500,598.000,382.500,598.001,4.828,2.257,1.128,90.000,60
321,46,16.717,584,642,416.674,629.630,416.658,629.591,24.385,8.651,6.770,72.872,60
322,26,12.725,522,561,603.231,772.731,603.255,772.757,18.142,6.716,4.929,132.163,60
323,30,9.881,542,578,606.300,783.533,606.317,783.512,20.142,7.442,5.133,67.704,60
324,30,11.000,359,395,1333.867,304.133,1333.857,304.143,18.728,6.529,5.850,135.000,61
325,35,16.995,368,425,1381.300,309.443,1381.315,309.494,21.899,8.114,5.492,4.561,61
326,36,12.843,588,633,420.694,624.139,420.672,624.130,23.799,8.395,5.460,52.690,61
327,20,9.932,497,530,598.950,772.000,598.967,772.017,16.971,5.232,4.867,134.714,61
328,30,13.069,341,387,1335.533,294.233,1335.534,294.249,18.971,6.895,5.540,152.874,62
329,35,22.247,360,435,1379.671,309.357,1379.677,309.457,21.314,7.436,5.993,95.049,62
330,1,0.000,719,719,381.500,602.500,381.500,602.500,2.828,1.128,1.128,0.000,62
331,27,19.362,535,601,422.500,628.500,422.467,628.446,19.314,7.977,4.310,115.097,62
332,6,3.061,512,520,601.500,769.333,601.501,769.335,8.485,3.718,2.055,36.870,62
333,42,17.398,235,294,1340.048,282.595,1340.002,282.669,22.385,7.715,6.932,178.495,63
334,63,22.389,335,414,1376.262,310.183,1376.286,310.285,28.385,9.984,8.034,14.861,63
335,47,16.252,453,510,427.734,625.309,427.703,625.265,25.556,9.519,6.286,79.814,63
336,5,4.604,471,482,606.900,769.300,606.899,769.306,7.657,3.144,2.025,71.565,63
