 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
301,7,7.068,468,488,893.500,328.214,893.506,328.222,9.071,3.086,2.888,0.000,38
302,15,10.571,468,503,884.900,337.100,884.917,337.115,13.071,4.659,4.099,135.000,38
303,11,10.714,488,519,949.136,339.227,949.102,339.234,14.485,6.487,2.159,11.621,38
304,8,4.957,356,371,472.625,353.250,472.623,353.261,10.485,4.444,2.292,54.645,38
305,25,13.093,519,560,879.180,369.140,879.216,369.141,17.899,6.507,4.892,163.845,38
306,78,13.672,639,688,923.615,376.590,923.613,376.575,33.213,12.744,7.793,89.909,38
307,15,7.136,516,543,895.100,392.100,895.109,392.089,13.071,4.659,4.099,45.001,38
308,2,6.364,512,521,917.500,403.000,917.500,402.996,4.828,2.257,1.128,90.000,38
309,46,22.750,262,346,434.522,449.739,434.546,449.825,24.142,8.007,7.315,69.399,38
310,81,33.708,390,510,433.907,470.043,433.944,470.068,31.799,10.701,9.637,143.254,38
311,2,0.707,240,241,413.500,472.000,413.500,471.999,4.828,2.257,1.128,90.000,38
312,13,5.876,370,387,438.115,484.115,438.114,484.103,11.899,4.380,3.779,135.000,38
313,14,7.635,172,195,843.786,489.500,843.767,489.536,13.314,4.974,3.584,90.000,38
314,1,0.000,333,333,432.500,490.500,432.500,490.500,2.828,1.128,1.128,0.000,38
315,1,0.000,139,139,388.500,581.500,388.500,581.500,2.828,1.128,1.128,0.000,38
316,81,25.442,366,465,465.043,606.512,465.139,606.629,34.284,12.437,8.293,144.186,38
317,12,7.525,404,426,489.833,615.333,489.811,615.340,13.899,5.550,2.753,6.900,38
318,17,6.623,487,509,467.794,639.676,467.808,639.679,15.899,6.142,3.524,167.834,38
319,4,3.500,318,326,509.000,639.500,508.996,639.502,7.657,3.216,1.583,58.283,38
320,111,27.679,420,531,484.509,649.833,484.405,649.726,41.799,13.630,10.369,169.411,38
321,84,30.540,379,486,460.131,653.798,460.188,653.685,33.799,11.510,9.292,144.856,38
322,58,8.430,557,587,388.897,655.397,388.897,655.404,27.556,10.116,7.300,179.245,38
323,19,4.049,219,232,326.921,781.395,326.919,781.382,15.071,5.550,4.359,77.179,38
324,5,1.789,294,298,262.900,786.700,262.899,786.703,7.657,3.144,2.025,108.435,38
325,1,0.000,298,298,242.500,789.500,242.500,789.500,2.828,1.128,1.128,0.000,38
326,4,2.449,306,312,243.000,792.000,243.002,792.002,5.657,2.257,2.257,0.000,38
327,66,16.783,251,312,240.348,799.136,240.405,799.027,30.385,9.998,8.405,56.470,38
328,2,0.000,162,162,436.000,883.500,436.000,883.500,4.243,2.257,1.128,0.000,38
329,12,3.486,453,463,854.333,8.417,854.339,8.414,11.899,4.911,3.111,170.583,39
330,6,1.897,267,272,32.167,50.833,32.169,50.834,9.071,3.489,2.190,135.000,39
331,36,5.206,250,272,895.750,75.028,895.756,75.043,22.142,8.603,5.328,118.330,39
332,6,6.346,468,482,914.000,322.500,914.000,322.510,7.657,3.385,2.257,90.000,39
333,23,12.700,469,512,877.935,343.413,877.971,343.424,16.728,6.210,4.716,173.228,39
334,74,16.881,509,575,951.635,350.405,951.575,350.383,32.042,11.694,8.057,127.677,39
335,3,1.155,364,366,474.500,353.500,474.502,353.500,6.243,3.385,1.128,0.000,39
336,41,8.424,620,651,898.183,375.159,898.202,375.148,22.728,8.466,6.166,10.966,39
337,27,17.707,474,533,875.759,378.574,875.813,378.558,19.556,6.729,5.109,0.841,39
338,66,14.878,623,679,926.788,382.621,926.759,382.606,30.627,11.033,7.616,48.428,39
339,12,7.280,559,581,907.500,398.333,907.499,398.319,12.485,4.992,3.061,109.805,39
340,138,48.663,346,543,424.297,464.457,424.214,464.827,51.113,19.439,9.039,73.198,39
341,20,4.341,379,393,430.450,484.250,430.453,484.242,15.314,5.713,4.457,42.920,39
342,15,7.815,331,356,441.700,488.700,441.679,488.690,13.899,5.217,3.661,2.450,39
343,5,4.637,288,299,411.100,489.300,411.103,489.292,7.657,3.144,2.025,108.435,39
344,2,2.828,206,210,842.000,497.000,841.995,496.995,5.657,2.596,0.981,135.000,39
345,4,0.816,137,139,388.000,582.000,387.998,582.002,5.657,2.257,2.257,0.000,39
346,90,26.301,370,473,461.111,609.900,461.157,610.050,34.971,12.646,9.062,93.084,39
347,9,6.200,405,423,484.500,611.500,484.495,611.510,9.657,3.385,3.385,0.000,39
348,5,1.304,496,499,470.300,637.900,470.302,637.900,7.071,3.144,2.025,18.435,39
349,5,4.919,487,499,393.900,646.700,393.901,646.706,7.657,3.144,2.025,108.435,39
350,98,18.614,447,520,483.316,651.122,483.277,651.048,38.385,12.577,9.921,44.304,39
351,49,20.259,383,458,464.480,656.867,464.509,656.789,25.213,8.243,7.569,141.529,39
352,68,10.410,547,592,381.221,662.632,381.238,662.639,30.385,9.639,8.982,172.951,39
353,50,11.427,276,320,239.220,784.860,239.276,784.832,25.799,8.719,7.301,162.603,39
354,25,4.785,216,231,319.540,793.100,319.538,793.094,17.314,6.042,5.268,79.130,39
355,3,0.577,166,167,452.833,880.833,452.834,880.832,5.657,2.365,1.615,45.000,39
356,3,0.577,472,473,867.833,9.167,867.834,9.166,5.657,2.365,1.615,135.000,40
357,7,3.101,246,255,40.643,18.929,40.643,18.938,10.485,3.516,2.535,100.901,40
358,38,8.478,244,276,890.789,74.316,890.797,74.345,22.142,7.888,6.134,97.749,40
359,12,8.379,469,495,904.000,322.500,904.006,322.513,11.657,4.514,3.385,0.000,40
360,3,3.215,494,500,893.833,328.833,893.834,328.835,5.657,2.365,1.615,45.000,40
361,2,0.707,587,588,943.000,352.500,943.000,352.500,4.243,2.257,1.128,0.000,40
362,32,10.665,561,596,948.469,356.656,948.437,356.645,22.142,8.461,4.816,154.865,40
363,44,22.720,489,571,875.591,359.500,875.684,359.537,26.971,9.216,6.079,148.717,40
364,24,5.831,634,656,896.000,358.208,896.006,358.214,17.314,6.318,4.836,162.258,40
365,7,12.220,473,510,958.929,359.643,958.908,359.640,9.899,3.516,2.535,169.099,40
366,34,10.968,640,680,914.647,386.029,914.653,386.001,21.556,7.956,5.441,76.651,40
367,6,6.099,636,653,922.167,384.833,922.160,384.830,9.071,3.489,2.190,135.000,40
368,5,5.933,519,535,890.300,394.100,890.304,394.097,7.071,3.144,2.025,161.565,40
369,77,30.104,323,437,430.032,454.448,430.007,454.532,30.971,10.474,9.360,174.559,40
370,94,47.594,338,516,412.734,467.840,412.844,467.905,34.627,11.307,10.585,152.453,40
371,34,11.395,367,409,435.471,480.882,435.455,480.874,20.728,7.033,6.155,156.038,40
372,14,8.401,310,336,438.214,494.000,438.209,493.981,12.485,4.264,4.181,90.000,40
373,81,26.581,352,457,463.019,607.623,463.084,607.768,35.213,10.703,9.636,86.485,40
374,8,7.029,473,491,464.000,635.000,464.015,635.000,9.657,4.514,2.257,0.000,40
375,65,10.441,505,543,484.238,642.269,484.215,642.241,30.042,10.500,7.882,99.726,40
376,32,13.935,469,519,390.281,644.281,390.292,644.327,21.556,7.877,5.172,112.215,40
377,10,5.896,421,440,420.500,652.700,420.491,652.705,11.071,3.966,3.210,90.000,40
378,21,15.892,332,383,498.405,656.405,498.377,656.354,16.728,5.625,4.753,98.391,40
379,26,14.822,371,421,465.692,658.462,465.727,658.428,19.556,7.592,4.361,178.235,40
380,73,20.114,478,552,373.856,663.788,373.973,663.740,38.627,13.575,6.847,30.770,40
381,42,8.634,267,301,238.500,779.286,238.521,779.264,23.899,8.222,6.504,150.806,40
382,4,1.258,194,197,307.000,799.000,306.998,798.998,5.657,2.257,2.257,0.000,40
383,2,2.121,451,454,865.000,16.500,865.002,16.500,4.243,2.257,1.128,0.000,41
384,3,0.577,246,247,40.167,19.833,40.166,19.834,5.657,2.365,1.615,135.000,41
385,51,13.266,247,294,902.088,70.794,902.118,70.835,25.556,8.588,7.561,138.027,41
386,33,17.455,518,584,877.621,365.500,877.672,365.509,27.213,7.233,5.809,122.517,41
387,28,4.823,661,678,900.786,365.393,900.790,365.399,19.556,7.142,4.992,122.189,41
388,13,5.950,635,655,909.577,390.654,909.578,390.645,13.314,4.649,3.560,73.764,41
389,7,4.082,620,631,916.071,391.786,916.068,391.785,9.899,3.855,2.312,30.964,41
390,74,41.606,303,458,447.595,463.351,447.448,463.459,30.385,10.036,9.388,172.119,41
391,98,44.743,410,573,434.469,470.673,434.516,470.710,35.213,11.731,10.637,148.508,41
392,2,1.414,189,191,848.500,474.000,848.500,474.003,4.828,2.257,1.128,90.000,41
393,17,9.517,295,327,413.206,478.206,413.231,478.217,14.485,5.482,3.948,116.278,41
394,67,25.065,281,377,453.022,489.425,452.872,489.430,30.971,12.411,6.873,10.175,41
395,60,15.445,401,461,464.067,612.633,464.110,612.673,29.799,10.974,6.962,19.487,41
396,19,9.229,408,436,411.921,641.184,411.906,641.198,15.314,6.119,3.953,163.124,41
397,4,4.082,445,453,387.000,641.000,387.001,641.004,5.657,2.257,2.257,0.000,41
398,33,10.674,466,504,482.621,651.288,482.603,651.270,22.728,9.205,4.565,2.917,41
399,24,11.126,382,425,455.542,654.250,455.530,654.210,21.556,9.409,3.248,129.041,41
400,53,8.271,552,584,384.613,661.840,384.617,661.855,27.556,9.881,6.830,76.600,41
401,9,7.311,456,477,375.833,681.611,375.845,681.604,9.899,3.919,2.924,20.301,41
402,59,9.287,261,292,242.958,769.873,242.963,769.829,31.213,11.429,6.573,127.463,41
403,21,5.205,232,251,888.119,70.405,888.130,70.422,17.314,6.364,4.202,95.927,42
404,23,12.263,524,570,886.457,341.674,886.487,341.680,18.728,6.338,4.621,22.500,42
405,8,2.696,640,647,905.625,353.375,905.628,353.376,12.728,4.645,2.193,4.149,42
406,2,4.243,603,609,887.000,368.500,887.002,368.500,4.243,2.257,1.128,0.000,42
407,7,3.024,652,661,903.071,378.786,903.072,378.783,9.657,4.154,2.146,98.350,42
408,104,46.197,324,497,418.663,472.000,418.772,472.094,36.627,12.061,10.979,69.579,42
409,4,0.500,219,220,836.750,470.500,836.750,470.500,7.657,2.734,1.863,90.000,42
410,84,36.297,373,510,438.464,479.512,438.428,479.525,33.213,11.001,9.722,16.731,42
411,8,5.755,278,294,411.375,493.375,411.388,493.367,9.071,3.538,2.879,45.000,42
412,42,13.840,322,375,433.738,502.286,433.740,502.247,23.556,7.644,6.996,149.690,42
413,31,13.907,271,319,448.339,504.694,448.292,504.655,20.142,6.670,5.918,167.714,42
414,4,7.365,418,435,462.000,614.500,462.007,614.510,7.657,3.216,1.583,121.717,42
415,45,13.701,392,441,459.233,650.544,459.241,650.490,26.385,10.126,5.658,116.586,42
416,30,10.093,475,509,385.067,649.100,385.069,649.130,20.142,7.055,5.415,61.201,42
417,11,4.482,493,507,403.136,652.773,403.132,652.780,11.899,4.216,3.322,66.801,42
418,31,9.999,494,527,376.210,662.048,376.233,662.046,19.314,6.870,5.745,46.313,42
419,10,4.095,262,273,249.500,765.600,249.519,765.594,12.485,5.653,2.252,19.237,42
420,5,3.701,230,240,41.700,17.900,41.695,17.905,7.657,3.144,2.025,161.565,43
421,7,3.952,428,438,862.786,20.500,862.790,20.496,9.071,3.086,2.888,90.000,43
422,32,9.519,198,233,874.281,82.000,874.350,81.999,21.556,7.472,5.453,12.039,43
423,32,9.909,557,590,881.969,352.125,881.985,352.135,22.142,8.749,4.657,74.301,43
424,19,3.347,655,667,904.658,360.026,904.662,360.029,15.314,6.021,4.018,161.565,43
425,4,6.055,484,497,956.000,363.000,955.995,363.002,5.657,2.257,2.257,0.000,43
426,109,47.729,371,544,414.683,482.179,414.759,482.250,37.456,12.194,11.382,125.820,43
427,1,0.000,200,200,839.500,477.500,839.500,477.500,2.828,1.128,1.128,0.000,43
428,84,32.575,333,461,442.619,485.000,442.541,485.011,32.627,10.562,10.126,0.000,43
429,45,14.171,373,421,423.856,499.078,423.869,499.053,24.385,7.937,7.219,2.271,43
430,2,2.121,286,289,405.500,499.000,405.500,498.997,4.828,2.257,1.128,90.000,43
431,37,14.557,315,368,435.365,508.203,435.337,508.161,21.556,7.309,6.445,155.743,43
432,4,4.509,422,433,461.000,615.000,461.003,615.004,5.657,2.257,2.257,0.000,43
433,8,2.449,484,489,463.250,639.875,463.252,639.875,10.485,4.044,2.519,109.330,43
434,31,14.776,476,529,391.081,647.048,391.085,647.083,19.314,6.461,6.109,59.036,43
435,33,8.535,532,563,398.955,658.773,398.945,658.776,20.728,7.089,5.927,123.740,43
436,19,9.573,490,519,375.553,658.289,375.572,658.288,15.314,5.778,4.187,48.221,43
437,17,7.474,516,540,381.324,667.853,381.340,667.843,16.728,6.054,3.575,17.556,43
438,4,0.577,270,271,260.750,760.500,260.750,760.500,7.657,2.734,1.863,90.000,43
439,4,2.380,540,545,689.000,760.000,689.000,759.998,5.657,2.257,2.257,0.000,43
440,12,3.411,145,157,460.000,870.500,460.016,870.510,11.657,4.514,3.385,0.000,43
441,45,9.938,237,272,879.411,79.078,879.456,79.090,23.556,8.112,7.063,54.734,44
442,33,13.986,569,618,881.318,352.106,881.353,352.095,22.142,8.099,5.188,55.737,44
443,1,0.000,544,544,953.500,367.500,953.500,367.500,2.828,1.128,1.128,0.000,44
444,9,5.911,658,675,907.167,384.389,907.171,384.384,10.485,3.919,2.924,20.301,44
445,1,0.000,646,646,919.500,383.500,919.500,383.500,2.828,1.128,1.128,0.000,44
446,127,58.876,286,518,410.713,476.996,410.921,477.305,42.870,15.157,10.668,113.359,44
447,94,37.066,365,511,440.979,488.394,440.894,488.397,34.870,12.048,9.934,150.764,44
448,39,14.719,403,455,422.115,490.244,422.126,490.230,22.142,7.707,6.443,85.064,44
449,38,13.084,355,401,426.684,504.789,426.693,504.749,21.556,7.717,6.270,38.048,44
450,1,0.000,118,118,388.500,582.500,388.500,582.500,2.828,1.128,1.128,0.000,44
451,5,4.528,446,457,461.300,614.900,461.305,614.901,7.071,3.144,2.025,18.435,44
452,87,27.586,448,548,405.029,643.695,405.060,643.882,40.385,16.733,6.620,106.940,44
453,29,11.566,497,537,381.017,649.052,381.037,649.071,19.314,6.265,5.894,149.324,44
454,41,17.490,442,504,369.207,664.037,369.273,664.033,22.728,8.307,6.285,4.147,44
455,6,5.428,468,482,385.667,685.333,385.670,685.327,8.485,3.140,2.433,45.000,44
456,16,3.605,164,176,458.125,882.938,458.135,882.955,15.314,5.595,3.641,100.867,44
457,53,10.000,254,290,883.104,74.953,883.124,74.970,26.971,10.027,6.730,99.827,45
458,1,0.000,520,520,892.500,328.500,892.500,328.500,2.828,1.128,1.128,0.000,45
459,31,12.443,569,612,883.790,342.855,883.815,342.865,19.899,7.226,5.463,49.298,45
460,2,0.707,680,681,907.000,352.500,907.000,352.500,4.243,2.257,1.128,0.000,45
461,3,2.646,640,645,886.833,369.167,886.835,369.167,5.657,2.365,1.615,135.000,45
462,4,3.559,680,688,902.500,379.250,902.503,379.249,7.071,2.734,1.863,0.000,45
463,10,4.954,196,209,841.800,459.800,841.794,459.818,11.314,3.975,3.203,45.000,45
464,99,44.928,353,526,442.672,480.399,442.600,480.453,35.213,11.630,10.838,50.958,45
465,113,38.793,427,571,420.305,489.712,420.347,489.716,39.456,12.451,11.556,133.659,45
466,10,12.744,325,366,407.200,488.300,407.230,488.292,11.899,4.358,2.922,50.884,45
467,36,15.901,337,392,429.889,509.639,429.880,509.591,20.728,7.372,6.218,107.029,45
468,109,29.833,472,597,394.115,648.060,394.047,648.279,46.284,19.632,7.069,69.437,45
469,49,15.976,478,535,373.296,675.337,373.348,675.324,27.213,9.100,6.856,145.569,45
470,2,7.071,442,452,395.500,694.000,395.500,693.994,4.828,2.257,1.128,90.000,45
471,9,3.240,254,264,272.389,742.833,272.390,742.842,10.485,3.919,2.924,110.301,45
472,15,3.515,156,167,452.500,883.367,452.516,883.362,14.728,5.859,3.260,39.960,45
473,1,0.000,240,240,42.500,17.500,42.500,17.500,2.828,1.128,1.128,0.000,46
474,44,6.861,283,309,893.182,80.409,893.185,80.420,24.385,9.400,5.960,34.369,46
475,58,15.956,628,685,893.690,349.741,893.728,349.758,27.799,9.470,7.798,29.173,46
476,5,1.140,710,713,911.900,367.700,911.899,367.699,7.657,3.144,2.025,108.435,46
477,2,4.950,642,649,893.000,378.500,893.003,378.500,4.243,2.257,1.128,0.000,46
478,131,40.643,301,458,409.630,479.363,409.779,479.556,44.870,16.152,10.326,96.975,46
479,83,29.462,417,524,435.958,488.042,435.916,488.034,32.385,10.827,9.761,135.000,46
480,42,16.869,355,414,423.952,499.595,424.004,499.555,22.971,7.715,6.932,1.505,46
481,38,17.600,305,366,435.105,508.211,435.079,508.151,22.142,8.105,5.969,178.704,46
482,57,16.278,518,583,389.728,648.132,389.732,648.183,28.042,9.949,7.294,122.415,46
483,34,19.285,471,542,379.235,646.647,379.297,646.664,21.556,7.831,5.528,9.178,46
484,50,12.181,558,601,383.280,664.180,383.297,664.170,24.971,8.867,7.180,88.329,46
485,2,6.364,425,434,364.000,671.500,364.005,671.500,4.243,2.257,1.128,0.000,46
486,7,4.923,443,456,371.500,683.214,371.499,683.207,10.485,4.566,1.952,123.401,46
487,5,1.304,258,261,289.300,748.900,289.300,748.901,7.071,3.144,2.025,18.435,46
488,2,3.536,584,589,718.000,750.500,717.998,750.500,4.243,2.257,1.128,0.000,46
489,12,2.843,249,258,292.000,754.500,291.995,754.493,11.657,4.514,3.385,0.000,46
490,16,5.040,162,178,471.625,874.500,471.611,874.525,14.142,5.439,3.745,52.438,46
491,2,1.414,500,502,875.500,5.000,875.500,4.999,4.828,2.257,1.128,90.000,47
492,66,11.692,261,312,888.864,83.712,888.938,83.736,30.971,12.178,6.901,153.402,47
493,32,10.506,641,677,896.656,350.781,896.673,350.801,20.142,7.189,5.668,112.968,47
494,32,13.056,357,403,16.375,405.281,16.369,405.329,21.556,7.288,5.590,136.205,47
495,1,0.000,405,405,16.500,414.500,16.500,414.500,2.828,1.128,1.128,0.000,47
496,90,28.613,380,489,439.422,476.978,439.351,477.028,33.799,11.518,9.949,26.683,47
497,90,23.308,365,457,415.244,478.400,415.326,478.429,34.385,11.306,10.135,87.880,47
498,38,20.130,273,342,410.263,496.553,410.342,496.488,21.556,7.166,6.752,25.463,47
499,25,11.045,306,342,424.540,503.100,424.550,503.061,17.314,6.042,5.268,79.130,47
500,111,21.048,452,537,375.401,647.365,375.511,647.336,53.113,19.651,7.192,47.281,47
501,51,18.163,495,562,395.147,645.127,395.118,645.183,25.556,9.291,6.989,50.283,47
502,2,2.121,369,372,360.500,675.000,360.500,674.998,4.828,2.257,1.128,90.000,47
503,13,7.715,453,480,380.885,686.115,380.894,686.101,11.899,4.380,3.779,45.000,47
504,17,5.202,595,611,714.794,748.206,714.782,748.202,15.314,6.424,3.370,152.323,47
505,3,1.528,582,585,693.833,759.167,693.834,759.166,5.657,2.365,1.615,135.000,47
506,1,0.000,167,167,464.500,876.500,464.500,876.500,2.828,1.128,1.128,0.000,47
507,49,9.141,282,318,901.990,69.908,901.986,69.942,26.142,9.411,6.629,56.451,48
508,38,14.248,640,690,899.132,348.263,899.166,348.278,23.556,8.217,5.888,173.193,48
509,1,0.000,366,366,19.500,401.500,19.500,401.500,2.828,1.128,1.128,0.000,48
510,5,7.259,358,376,21.900,403.100,21.904,403.117,9.657,4.076,1.562,110.994,48
511,7,1.574,411,415,17.500,410.214,17.499,410.213,9.071,3.086,2.888,0.000,48
512,13,5.995,302,320,9.885,448.885,9.886,448.867,11.899,4.380,3.779,135.000,48
513,105,22.911,356,442,418.233,468.814,418.274,468.930,39.213,13.525,9.885,75.948,48
514,91,31.214,355,480,443.984,471.621,443.890,471.661,34.870,11.901,9.736,158.675,48
515,37,11.985,343,383,416.797,487.149,416.832,487.125,21.799,7.519,6.266,144.253,48
516,31,10.486,365,404,436.403,489.952,436.394,489.929,20.142,7.007,5.633,135.852,48
517,52,15.748,492,554,382.327,646.615,382.339,646.657,25.556,9.558,6.927,157.225,48
518,105,30.642,423,534,366.338,657.738,366.536,657.589,49.941,18.711,7.145,52.533,48
519,12,8.397,414,439,368.750,682.917,368.761,682.905,11.899,4.424,3.453,122.067,48
520,21,9.471,441,470,395.357,692.786,395.352,692.768,17.314,6.630,4.033,169.648,48
521,2,1.414,621,623,714.000,746.500,713.999,746.500,4.243,2.257,1.128,0.000,48
522,21,3.647,247,259,284.595,753.833,284.602,753.837,16.728,6.191,4.319,142.498,48
523,25,4.326,167,184,461.860,879.620,461.871,879.632,18.142,6.502,4.896,137.985,48
524,5,2.449,508,514,875.500,4.300,875.499,4.297,8.485,3.086,2.063,124.099,49
525,12,3.137,299,308,36.167,52.000,36.164,51.994,11.899,4.424,3.454,37.238,49
526,62,10.646,296,338,907.145,79.339,907.138,79.347,29.213,10.991,7.182,66.103,49
527,45,12.176,643,688,899.833,345.367,899.855,345.378,23.556,8.726,6.566,32.858,49
528,18,10.194,357,391,19.500,402.000,19.483,402.020,14.485,5.587,4.102,156.891,49
529,7,7.976,375,398,11.786,402.929,11.795,402.945,10.485,3.855,2.312,120.964,49
530,18,3.411,403,414,17.000,408.500,16.993,408.499,14.485,5.587,4.102,113.109,49
531,125,27.373,413,521,424.316,474.148,424.345,474.198,40.870,13.187,12.069,29.634,49
532,86,26.199,338,435,452.360,477.779,452.251,477.805,32.627,10.894,10.051,66.171,49
533,23,13.017,387,430,421.065,485.413,421.088,485.390,16.728,6.029,4.857,150.572,49
534,61,14.322,549,605,386.697,654.648,386.690,654.680,28.627,9.532,8.148,155.719,49
535,117,29.708,466,583,369.526,661.218,369.652,661.124,49.113,18.789,7.928,69.976,49
536,29,12.538,462,504,380.603,686.328,380.609,686.288,18.728,7.121,5.185,99.969,49
537,8,1.389,240,244,292.250,759.500,292.249,759.502,11.071,4.037,2.523,56.310,49
538,11,1.973,499,505,876.955,6.500,876.952,6.499,13.899,5.632,2.487,162.172,50
539,67,7.274,288,317,900.231,91.515,900.236,91.491,31.799,11.709,7.286,83.872,50
540,46,14.383,637,689,907.587,340.457,907.595,340.496,26.971,9.989,5.863,73.848,50
541,4,5.447,364,377,20.000,403.000,19.997,403.005,5.657,2.257,2.257,0.000,50
542,27,5.366,393,414,15.241,407.426,15.236,407.441,20.971,6.754,5.090,48.591,50
543,10,8.276,284,310,8.300,449.600,8.293,449.571,12.485,4.639,2.745,110.621,50
544,135,32.127,374,512,421.522,468.870,421.587,469.004,44.870,16.311,10.538,76.757,50
545,73,22.418,381,467,443.664,476.418,443.581,476.415,31.213,10.608,8.762,169.394,50
546,22,11.677,401,442,426.864,483.318,426.865,483.286,17.314,5.955,4.704,100.403,50
547,125,27.135,496,601,382.132,649.348,382.198,649.433,54.184,17.148,9.281,66.677,50
548,67,22.744,507,596,399.246,646.455,399.236,646.536,31.213,11.363,7.508,114.476,50
549,10,5.859,488,506,374.500,672.000,374.506,671.995,10.485,4.444,2.865,116.565,50
550,36,11.593,488,529,404.528,685.417,404.515,685.388,20.971,6.937,6.608,161.565,50
551,32,5.848,154,176,448.094,878.781,448.131,878.770,20.728,6.672,6.107,165.553,50
552,2,0.707,476,477,884.500,7.000,884.500,7.001,4.828,2.257,1.128,90.000,51
553,53,9.734,272,307,888.104,85.123,888.137,85.138,27.213,10.329,6.533,123.160,51
554,31,7.931,657,688,908.210,342.532,908.210,342.547,22.142,8.306,4.752,46.856,51
555,2,1.414,383,385,16.000,403.500,15.999,403.500,4.243,2.257,1.128,0.000,51
556,9,1.716,406,411,15.167,410.611,15.167,410.611,10.485,3.919,2.924,159.699,51
557,4,6.976,279,294,6.250,449.750,6.255,449.732,7.657,3.192,1.596,71.565,51
558,162,37.505,312,482,419.123,472.488,419.353,472.727,60.770,24.543,8.404,123.029,51
559,69,20.305,330,410,450.906,476.268,450.822,476.272,29.799,9.758,9.004,120.832,51
560,75,23.221,517,606,396.100,648.780,396.079,648.856,31.799,11.358,8.407,127.391,51
561,114,24.221,521,621,379.825,655.395,379.883,655.449,54.426,16.486,8.804,89.076,51
562,10,10.080,453,484,374.300,680.500,374.316,680.491,11.071,3.966,3.210,0.000,51
563,34,13.147,461,508,408.000,685.971,407.966,685.947,20.971,7.902,5.478,176.831,51
564,5,3.209,220,228,296.500,751.500,296.502,751.493,8.485,2.523,2.523,0.000,51
565,6,1.871,617,622,713.000,753.500,712.999,753.499,7.657,3.385,2.257,90.000,51
566,5,1.342,171,174,456.500,880.500,456.502,880.498,8.485,2.523,2.523,0.000,51
567,55,10.254,265,305,897.700,99.645,897.707,99.600,28.142,10.382,6.745,98.000,52
568,41,11.698,652,697,912.622,347.451,912.648,347.474,24.385,9.525,5.480,140.444,52
569,6,3.371,381,390,12.667,406.833,12.674,406.833,9.071,4.134,1.848,12.933,52
570,3,2.517,385,390,19.833,409.167,19.831,409.166,5.657,2.365,1.615,135.000,52
571,1,0.000,395,395,16.500,413.500,16.500,413.500,2.828,1.128,1.128,0.000,52
572,159,28.784,357,481,420.274,474.783,420.405,474.802,51.941,17.369,11.656,101.038,52
573,58,16.666,294,354,455.034,471.397,454.960,471.413,26.971,9.039,8.170,91.258,52
574,166,29.376,502,626,382.006,658.861,382.268,658.841,69.012,25.862,8.173,12.252,52
575,4,6.557,387,403,369.000,685.000,369.005,684.995,5.657,2.257,2.257,0.000,52
576,40,17.973,413,476,394.775,691.700,394.781,691.626,24.971,7.909,6.439,87.771,52
577,1,0.000,223,223,292.500,747.500,292.500,747.500,2.828,1.128,1.128,0.000,52
578,7,3.388,588,597,694.214,755.357,694.217,755.354,9.071,3.507,2.542,59.527,52
579,1,0.000,452,452,881.500,9.500,881.500,9.500,2.828,1.128,1.128,0.000,53
580,56,5.940,269,292,897.696,94.750,897.708,94.738,28.142,11.015,6.473,164.561,53
581,35,8.463,638,668,920.243,341.671,920.245,341.690,21.556,7.588,5.873,42.992,53
582,7,3.552,371,381,12.500,406.214,12.503,406.219,9.071,3.086,2.888,0.000,53
583,7,4.386,375,386,19.500,409.786,19.492,409.788,9.071,3.086,2.888,0.000,53
584,124,27.442,367,474,425.911,468.887,425.999,468.897,44.284,15.703,10.054,37.486,53
585,59,15.372,333,393,448.975,487.432,448.927,487.391,26.971,9.051,8.300,82.725,53
586,84,16.301,554,613,396.583,661.452,396.548,661.473,34.870,11.751,9.102,123.155,53
587,86,20.064,527,611,380.058,663.860,380.116,663.876,35.799,12.408,8.825,76.939,53
588,44,23.427,336,422,405.250,697.864,405.200,697.726,26.142,9.627,5.820,111.144,53
589,15,2.167,165,172,459.033,863.833,459.026,863.834,13.899,5.157,3.703,58.147,53
590,55,7.773,284,315,906.736,89.991,906.725,89.968,30.870,10.630,6.588,36.304,54
591,56,17.366,613,678,917.964,338.036,917.991,338.074,28.385,9.371,7.608,0.969,54
592,4,2.754,384,390,18.750,407.500,18.749,407.504,7.657,2.734,1.863,90.000,54
593,9,3.371,388,397,12.944,410.167,12.952,410.166,10.485,4.196,2.731,6.047,54
594,107,18.036,347,430,426.388,468.939,426.383,469.030,56.527,22.664,6.011,63.285,54
595,51,12.201,322,370,446.931,492.539,446.886,492.498,25.314,8.555,7.590,171.814,54
596,78,18.739,550,621,400.705,657.564,400.669,657.594,32.385,11.741,8.459,113.240,54
597,95,26.405,532,633,382.826,659.058,382.902,659.116,36.627,11.441,10.572,88.891,54
598,34,15.142,420,474,406.735,690.029,406.713,689.982,21.556,6.913,6.262,134.482,54
599,1,0.000,214,214,299.500,734.500,299.500,734.500,2.828,1.128,1.128,0.000,54
600,18,3.045,171,181,457.222,861.667,457.226,861.663,14.728,5.488,4.176,35.187,54
601,54,10.252,291,329,905.074,88.963,905.055,88.948,27.213,10.250,6.708,145.348,55
602,51,13.893,630,688,915.206,345.637,915.238,345.660,28.142,9.201,7.057,179.972,55
603,3,0.577,395,396,17.833,412.500,17.833,412.500,7.657,3.213,1.189,61.845,55
